referrer,views_total,views_unique
developers.miro.com,1114,180
Google,487,34
youtube.com,119,13
medium.com,109,1
github.com,85,30
miroapp.github.io,27,2
Bing,16,4
poe.com,4,1
yandex.ru,2,2
previews.email,2,1
