referrer,views_total,views_unique
developers.miro.com,508,126
Google,287,49
github.com,162,54
miroapp.github.io,54,30
miro-group.readme.io,35,1
DuckDuckGo,17,3
statics.teams.cdn.office.net,12,7
Bing,9,5
miro.com,5,3
mail.google.com,5,1
