referrer,views_total,views_unique
developers.miro.com,1266,168
Google,316,43
github.com,108,41
youtube.com,104,10
Bing,13,4
medium.com,2,1
engineering.miro.com,2,1
yandex.ru,1,1
miro.emailcms.net,1,1
miroapp.github.io,1,1
