time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-09 00:00:00+00:00,4,4,58,12
2023-07-10 00:00:00+00:00,6,6,194,31
2023-07-11 00:00:00+00:00,16,12,238,43
2023-07-12 00:00:00+00:00,27,15,440,34
2023-07-13 00:00:00+00:00,29,19,457,53
2023-07-14 00:00:00+00:00,9,8,141,30
2023-07-15 00:00:00+00:00,5,5,96,13
2023-07-16 00:00:00+00:00,7,7,143,17
2023-07-17 00:00:00+00:00,92,35,396,36
2023-07-18 00:00:00+00:00,7,6,389,43
2023-07-19 00:00:00+00:00,52,24,357,43
2023-07-20 00:00:00+00:00,6,6,252,38
2023-07-21 00:00:00+00:00,4,4,335,36
2023-07-22 00:00:00+00:00,3,2,33,9
