referrer,views_total,views_unique
developers.miro.com,478,137
github.com,128,28
Google,89,46
youtube.com,66,12
statics.teams.cdn.office.net,48,3
DuckDuckGo,3,3
search.brave.com,3,3
Bing,3,2
yandex.ru,2,1
