referrer,views_total,views_unique
developers.miro.com,1203,139
Google,572,39
github.com,215,43
Bing,129,8
miroapp.github.io,79,12
search.brave.com,52,1
cn.bing.com,14,4
miro.com,7,3
medium.com,2,2
jpc-onenote.officeapps.live.com,2,1
