referrer,views_total,views_unique
developers.miro.com,951,163
Google,233,51
github.com,127,30
youtube.com,89,15
DuckDuckGo,88,5
statics.teams.cdn.office.net,51,4
yandex.ru,2,2
perplexity.ai,2,1
search.brave.com,2,1
miroapp.github.io,2,1
