referrer,views_total,views_unique
developers.miro.com,784,131
github.com,228,31
Google,159,36
miroapp.github.io,49,22
Yahoo,14,1
Bing,11,6
yandex.ru,4,1
messages.google.com,4,1
app-examples-wordle.vercel.app,3,3
libhunt.com,2,2
