referrer,views_total,views_unique
Google,1123,47
developers.miro.com,1038,155
github.com,381,48
youtube.com,211,21
dev.to,23,16
Bing,14,3
statics.teams.cdn.office.net,12,2
appfox.atlassian.net,3,1
DuckDuckGo,2,2
linkedin.com,2,1
