referrer,views_total,views_unique
developers.miro.com,1327,181
Google,696,37
github.com,211,44
miroapp.github.io,28,17
medium.com,20,2
DuckDuckGo,14,2
previews.email,8,3
youtube.com,6,1
workona.com,4,1
Bing,3,3
