time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-23 00:00:00+00:00,4,4,72,17
2023-04-24 00:00:00+00:00,40,29,246,44
2023-04-25 00:00:00+00:00,56,31,244,40
2023-04-26 00:00:00+00:00,8,8,121,57
2023-04-27 00:00:00+00:00,8,6,86,28
2023-04-28 00:00:00+00:00,11,11,140,33
2023-04-29 00:00:00+00:00,7,7,27,11
2023-04-30 00:00:00+00:00,7,7,59,10
2023-05-01 00:00:00+00:00,8,8,127,26
2023-05-02 00:00:00+00:00,17,15,165,37
2023-05-03 00:00:00+00:00,5,5,125,36
2023-05-04 00:00:00+00:00,12,9,112,31
2023-05-05 00:00:00+00:00,8,7,375,37
2023-05-06 00:00:00+00:00,11,4,178,17
