referrer,views_total,views_unique
developers.miro.com,315,88
Google,66,30
github.com,29,17
youtube.com,11,4
DuckDuckGo,5,2
Bing,4,2
community.miro.com,3,3
chic-kringle-724f17.netlify.app,3,1
yandex.ru,2,2
yandex.by,2,1
