time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-24 00:00:00+00:00,5.0,5.0,110,26
2023-03-25 00:00:00+00:00,13.0,11.0,79,19
2023-03-26 00:00:00+00:00,7.0,7.0,54,16
2023-03-27 00:00:00+00:00,40.0,28.0,227,35
2023-03-28 00:00:00+00:00,120.0,72.0,279,45
2023-03-29 00:00:00+00:00,131.0,89.0,472,35
2023-03-30 00:00:00+00:00,99.0,63.0,338,59
2023-03-31 00:00:00+00:00,27.0,20.0,130,42
2023-04-01 00:00:00+00:00,4.0,4.0,130,24
2023-04-02 00:00:00+00:00,5.0,5.0,53,14
2023-04-03 00:00:00+00:00,6.0,6.0,85,24
2023-04-04 00:00:00+00:00,4.0,4.0,153,31
2023-04-05 00:00:00+00:00,8.0,7.0,217,38
2023-04-06 00:00:00+00:00,,,81,27
