referrer,views_total,views_unique
developers.miro.com,847,134
youtube.com,254,12
Google,232,38
github.com,190,50
l.workplace.com,33,2
medium.com,16,3
dev.to,9,1
search.brave.com,6,1
yandex.ru,4,2
Bing,2,2
