referrer,views_total,views_unique
Google,1576,50
developers.miro.com,1209,152
github.com,416,54
youtube.com,206,20
Bing,35,5
dev.to,13,11
statics.teams.cdn.office.net,12,2
search.brave.com,3,1
DuckDuckGo,2,2
medium.com,2,1
