referrer,views_total,views_unique
developers.miro.com,1480,127
Google,550,49
github.com,459,36
miroapp.github.io,111,17
Bing,74,7
yandex.ru,41,2
medium.com,18,2
DuckDuckGo,15,2
ecosia.org,11,1
statics.teams.cdn.office.net,6,4
