referrer,views_total,views_unique
developers.miro.com,918,165
Google,160,37
github.com,155,29
youtube.com,71,12
Bing,30,4
DuckDuckGo,28,2
medium.com,4,2
yandex.ru,2,2
staging-fp.atlassian.net,2,1
qwant.com,1,1
