referrer,views_total,views_unique
developers.miro.com,540,134
github.com,188,47
Google,142,36
miroapp.github.io,37,24
miro.com,18,5
Bing,13,4
search.brave.com,5,2
yandex.ru,2,2
libhunt.com,1,1
DuckDuckGo,1,1
