referrer,views_total,views_unique
developers.miro.com,1558,158
Google,392,26
github.com,166,45
miroapp.github.io,59,25
DuckDuckGo,19,3
miro.com,18,1
yandex.ru,10,4
youtube.com,8,1
Bing,4,4
miro-owlbot-trial.readme.io,3,1
