referrer,views_total,views_unique
developers.miro.com,1016,152
Google,156,33
github.com,129,23
youtube.com,85,14
DuckDuckGo,45,6
yandex.ru,27,1
previews.email,8,2
miroapp.github.io,8,1
miro.emailcms.net,4,1
dev.to,4,1
