referrer,views_total,views_unique
developers.miro.com,507,130
Google,212,44
github.com,109,42
miroapp.github.io,33,20
medium.com,23,5
miro.com,8,6
Bing,5,2
trello.com,5,1
yandex.kz,4,1
DuckDuckGo,2,2
