referrer,views_total,views_unique
developers.miro.com,524,136
github.com,268,58
Google,174,49
miroapp.github.io,88,22
search.brave.com,6,2
miro.com,5,3
Yahoo,5,2
Bing,5,1
DuckDuckGo,5,1
teams.microsoft.com,4,1
