referrer,views_total,views_unique
developers.miro.com,968,159
Google,448,40
youtube.com,178,15
github.com,57,23
miroapp.github.io,27,2
Bing,16,4
DuckDuckGo,2,2
yandex.ru,2,2
t.co,2,1
login.microsoftonline.com,1,1
