referrer,views_total,views_unique
developers.miro.com,1315,143
Google,163,33
github.com,85,33
miroapp.github.io,77,20
miro.com,24,1
Bing,22,4
medium.com,12,3
DuckDuckGo,10,5
app-examples-wordle.vercel.app,6,5
statics.teams.cdn.office.net,4,1
