time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-24 00:00:00+00:00,6,5,104,17
2024-03-25 00:00:00+00:00,7,6,175,37
2024-03-26 00:00:00+00:00,7,6,255,40
2024-03-27 00:00:00+00:00,8,7,207,41
2024-03-28 00:00:00+00:00,37,19,188,36
2024-03-29 00:00:00+00:00,19,11,101,21
2024-03-30 00:00:00+00:00,11,8,100,19
2024-03-31 00:00:00+00:00,7,6,40,11
2024-04-01 00:00:00+00:00,9,8,59,16
2024-04-02 00:00:00+00:00,7,6,127,30
2024-04-03 00:00:00+00:00,69,24,140,29
2024-04-04 00:00:00+00:00,7,6,175,34
2024-04-05 00:00:00+00:00,13,10,332,35
2024-04-06 00:00:00+00:00,2,2,79,11
