referrer,views_total,views_unique
developers.miro.com,807,140
Google,270,55
github.com,186,37
youtube.com,151,20
dev.to,140,78
statics.teams.cdn.office.net,28,8
res.cdn.office.net,8,1
Bing,5,3
miro.latticehq.com,4,1
appfox.atlassian.net,3,1
