referrer,views_total,views_unique
developers.miro.com,480,140
Google,83,36
github.com,37,16
youtube.com,14,6
community.miro.com,7,6
statics.teams.cdn.office.net,5,5
chic-kringle-724f17.netlify.app,3,1
Bing,2,2
DuckDuckGo,2,2
medium.com,2,2
