referrer,views_total,views_unique
developers.miro.com,1443,153
Google,246,32
github.com,152,39
youtube.com,115,10
miroapp.github.io,14,10
Bing,6,5
yandex.ru,5,5
medium.com,3,2
DuckDuckGo,2,2
infi.cn,2,1
