time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-24 00:00:00+00:00,4,4,576,39
2023-08-25 00:00:00+00:00,7,7,258,32
2023-08-26 00:00:00+00:00,9,8,70,13
2023-08-27 00:00:00+00:00,7,7,91,14
2023-08-28 00:00:00+00:00,49,37,460,37
2023-08-29 00:00:00+00:00,49,32,536,29
2023-08-30 00:00:00+00:00,21,15,275,38
2023-08-31 00:00:00+00:00,25,20,472,29
2023-09-01 00:00:00+00:00,45,27,783,41
2023-09-02 00:00:00+00:00,7,5,81,12
2023-09-03 00:00:00+00:00,7,7,49,10
2023-09-04 00:00:00+00:00,58,37,979,49
2023-09-05 00:00:00+00:00,31,24,1005,41
2023-09-06 00:00:00+00:00,40,25,748,47
