referrer,views_total,views_unique
developers.miro.com,502,117
github.com,202,52
Google,110,35
miroapp.github.io,53,27
miro.com,8,6
workona.com,5,1
statics.teams.cdn.office.net,2,1
yandex.by,2,1
mail.google.com,2,1
miro-com.cdn.ampproject.org,2,1
