referrer,views_total,views_unique
developers.miro.com,1342,153
Google,143,37
github.com,49,31
DuckDuckGo,28,2
youtube.com,25,6
medium.com,9,4
yandex.ru,6,4
Bing,5,3
staging-fp.atlassian.net,4,2
giters.com,4,1
