referrer,views_total,views_unique
developers.miro.com,1083,126
github.com,395,47
Google,169,37
youtube.com,135,12
medium.com,101,2
miroapp.github.io,86,13
Bing,6,2
ya.ru,3,1
miro.com,2,2
editorjs.io,2,1
