time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-25 00:00:00+00:00,7.0,7.0,193,11
2023-06-26 00:00:00+00:00,14.0,9.0,203,38
2023-06-27 00:00:00+00:00,8.0,7.0,230,39
2023-06-28 00:00:00+00:00,6.0,6.0,169,40
2023-06-29 00:00:00+00:00,5.0,5.0,237,31
2023-06-30 00:00:00+00:00,6.0,6.0,182,34
2023-07-01 00:00:00+00:00,4.0,4.0,22,15
2023-07-02 00:00:00+00:00,5.0,5.0,111,17
2023-07-03 00:00:00+00:00,5.0,5.0,127,33
2023-07-04 00:00:00+00:00,6.0,6.0,152,28
2023-07-05 00:00:00+00:00,6.0,6.0,154,35
2023-07-06 00:00:00+00:00,4.0,4.0,192,33
2023-07-07 00:00:00+00:00,7.0,6.0,83,30
2023-07-08 00:00:00+00:00,,,47,5
