time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-14 00:00:00+00:00,3,2,66,34
2024-11-15 00:00:00+00:00,3,2,75,29
2024-11-16 00:00:00+00:00,5,2,71,13
2024-11-17 00:00:00+00:00,2,1,77,16
2024-11-18 00:00:00+00:00,2,1,131,29
2024-11-19 00:00:00+00:00,4,3,144,32
2024-11-20 00:00:00+00:00,3,2,131,29
2024-11-21 00:00:00+00:00,4,2,121,45
2024-11-22 00:00:00+00:00,5,4,80,28
2024-11-23 00:00:00+00:00,5,3,25,13
2024-11-24 00:00:00+00:00,3,2,79,17
2024-11-25 00:00:00+00:00,4,2,172,37
2024-11-26 00:00:00+00:00,2,1,94,37
2024-11-27 00:00:00+00:00,1,1,132,41
