time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-16 00:00:00+00:00,5,3,93,21
2024-07-17 00:00:00+00:00,5,3,235,34
2024-07-18 00:00:00+00:00,1,1,173,42
2024-07-19 00:00:00+00:00,4,2,231,40
2024-07-20 00:00:00+00:00,4,2,73,10
2024-07-21 00:00:00+00:00,2,2,57,12
2024-07-22 00:00:00+00:00,3,3,256,37
2024-07-23 00:00:00+00:00,6,4,431,43
2024-07-24 00:00:00+00:00,8,5,470,46
2024-07-25 00:00:00+00:00,2,2,282,36
2024-07-26 00:00:00+00:00,1,1,166,33
2024-07-27 00:00:00+00:00,1,1,183,15
2024-07-28 00:00:00+00:00,3,2,136,17
2024-07-29 00:00:00+00:00,4,4,291,43
