referrer,views_total,views_unique
developers.miro.com,1107,157
Google,687,32
github.com,199,41
Bing,37,4
miroapp.github.io,30,12
medium.com,22,3
DuckDuckGo,4,2
previews.email,4,1
yandex.ru,2,2
cn.bing.com,2,2
