referrer,views_total,views_unique
developers.miro.com,811,117
Google,303,33
github.com,233,55
miroapp.github.io,87,18
youtube.com,55,7
DuckDuckGo,17,2
Bing,2,2
yandex.ru,2,2
medium.com,2,1
miro.emailcms.net,1,1
