time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-28 00:00:00+00:00,8.0,6.0,70,45
2023-01-29 00:00:00+00:00,8.0,5.0,46,25
2023-01-30 00:00:00+00:00,14.0,6.0,150,60
2023-01-31 00:00:00+00:00,10.0,8.0,264,35
2023-02-01 00:00:00+00:00,15.0,10.0,94,36
2023-02-02 00:00:00+00:00,14.0,8.0,122,40
2023-02-03 00:00:00+00:00,9.0,6.0,78,28
2023-02-04 00:00:00+00:00,4.0,4.0,40,9
2023-02-05 00:00:00+00:00,9.0,5.0,18,10
2023-02-06 00:00:00+00:00,10.0,7.0,110,36
2023-02-07 00:00:00+00:00,13.0,9.0,205,39
2023-02-08 00:00:00+00:00,6.0,5.0,249,36
2023-02-09 00:00:00+00:00,10.0,5.0,204,43
2023-02-10 00:00:00+00:00,,,59,30
