referrer,views_total,views_unique
developers.miro.com,556,134
Google,174,37
github.com,122,44
miro.com,43,12
medium.com,29,2
yandex.ru,7,3
gh.fakev.cn,3,1
cn.bing.com,2,1
search.brave.com,1,1
Bing,1,1
