time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-09 00:00:00+00:00,4,4,14,6
2023-04-10 00:00:00+00:00,6,6,103,22
2023-04-11 00:00:00+00:00,6,5,112,33
2023-04-12 00:00:00+00:00,9,9,237,45
2023-04-13 00:00:00+00:00,7,7,121,37
2023-04-14 00:00:00+00:00,7,6,80,39
2023-04-15 00:00:00+00:00,7,5,38,15
2023-04-16 00:00:00+00:00,4,4,11,8
2023-04-17 00:00:00+00:00,8,8,80,38
2023-04-18 00:00:00+00:00,6,5,121,38
2023-04-19 00:00:00+00:00,7,6,111,39
2023-04-20 00:00:00+00:00,4,4,103,28
2023-04-21 00:00:00+00:00,71,43,318,33
2023-04-22 00:00:00+00:00,1,1,23,12
