referrer,views_total,views_unique
developers.miro.com,882,157
Google,328,36
github.com,173,22
youtube.com,111,13
miroapp.github.io,27,2
Bing,16,4
DuckDuckGo,2,2
yandex.ru,2,2
t.co,2,1
developers-miro-com.translate.goog,1,1
