referrer,views_total,views_unique
developers.miro.com,832,145
github.com,203,27
Google,157,39
miroapp.github.io,45,19
miro.atlassian.net,31,1
Bing,15,6
Yahoo,14,1
messages.google.com,5,1
jira.eon.com,4,1
yandex.ru,4,1
