referrer,views_total,views_unique
developers.miro.com,464,154
Google,76,39
github.com,71,25
youtube.com,39,16
DuckDuckGo,14,4
Bing,6,4
yandex.ru,3,2
perplexity.ai,3,1
engineering.miro.com,3,1
medium.com,1,1
