referrer,views_total,views_unique
developers.miro.com,639,151
Google,112,41
github.com,74,16
youtube.com,20,6
Bing,11,6
chatgpt.com,10,4
cn.bing.com,9,2
miroapp.github.io,7,2
search.brave.com,5,2
engineering.miro.com,2,2
