referrer,views_total,views_unique
developers.miro.com,763,146
Google,123,29
youtube.com,43,9
github.com,38,30
Bing,30,4
DuckDuckGo,28,2
medium.com,4,2
yandex.ru,2,2
staging-fp.atlassian.net,2,1
engineering.miro.com,1,1
