referrer,views_total,views_unique
developers.miro.com,1448,159
github.com,496,50
Google,364,43
miroapp.github.io,65,15
Bing,50,6
l.workplace.com,38,3
cn.bing.com,26,2
miro.com,4,3
DuckDuckGo,4,2
mail.google.com,4,1
