referrer,views_total,views_unique
developers.miro.com,381,126
Google,97,28
youtube.com,51,6
github.com,36,17
Bing,13,7
DuckDuckGo,3,3
community.miro.com,3,3
engineering.miro.com,3,2
yandex.ru,3,1
away.vk.com,2,1
