referrer,views_total,views_unique
developers.miro.com,997,149
Google,160,35
github.com,134,25
youtube.com,109,17
yandex.ru,28,2
DuckDuckGo,27,5
previews.email,8,2
miroapp.github.io,8,1
miro.emailcms.net,4,1
global-flow-968541.framer.app,3,1
