referrer,views_total,views_unique
developers.miro.com,711,165
Google,181,42
github.com,108,49
miroapp.github.io,39,21
Bing,23,1
medium.com,12,5
yandex.ru,6,2
search.brave.com,5,2
miro.com,3,3
miro.atlassian.net,2,2
