referrer,views_total,views_unique
developers.miro.com,975,121
youtube.com,217,16
Google,175,39
github.com,170,43
github.ink,44,1
Bing,36,5
medium.com,32,2
global-flow-968541.framer.app,22,3
yandex.ru,5,4
cn.bing.com,1,1
