time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-27 00:00:00+00:00,4,3,233,33
2024-06-28 00:00:00+00:00,1,1,70,25
2024-06-29 00:00:00+00:00,3,3,49,9
2024-06-30 00:00:00+00:00,5,2,98,9
2024-07-01 00:00:00+00:00,3,3,184,32
2024-07-02 00:00:00+00:00,1,1,323,43
2024-07-03 00:00:00+00:00,1,1,153,38
2024-07-04 00:00:00+00:00,1,1,195,25
2024-07-05 00:00:00+00:00,2,2,168,37
2024-07-06 00:00:00+00:00,2,2,67,19
2024-07-07 00:00:00+00:00,1,1,164,15
2024-07-08 00:00:00+00:00,1,1,133,42
2024-07-09 00:00:00+00:00,3,2,93,32
2024-07-10 00:00:00+00:00,3,1,172,28
