time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-12 00:00:00+00:00,7,4,329,44
2024-09-13 00:00:00+00:00,6,3,201,41
2024-09-14 00:00:00+00:00,1,1,68,16
2024-09-15 00:00:00+00:00,1,1,135,13
2024-09-16 00:00:00+00:00,1,1,175,30
2024-09-17 00:00:00+00:00,2,2,232,27
2024-09-18 00:00:00+00:00,2,2,203,32
2024-09-19 00:00:00+00:00,1,1,241,32
2024-09-20 00:00:00+00:00,3,3,162,33
2024-09-21 00:00:00+00:00,1,1,146,18
2024-09-22 00:00:00+00:00,3,2,109,24
2024-09-23 00:00:00+00:00,3,3,338,39
2024-09-24 00:00:00+00:00,3,2,337,46
2024-09-25 00:00:00+00:00,1,1,310,40
