referrer,views_total,views_unique
developers.miro.com,951,192
github.com,169,49
Google,119,35
miro.com,16,7
search.brave.com,6,1
dev.to,5,1
app.klaxoon.com,5,1
miro.emailcms.net,3,1
yandex.ru,2,2
Bing,2,1
