referrer,views_total,views_unique
developers.miro.com,1263,181
Google,238,35
youtube.com,228,13
github.com,118,29
Bing,21,3
yandex.com.tr,4,1
DuckDuckGo,3,3
search.brave.com,3,1
yandex.ru,2,2
Baidu,2,1
