referrer,views_total,views_unique
developers.miro.com,810,159
Google,231,52
github.com,124,29
youtube.com,91,16
DuckDuckGo,88,5
statics.teams.cdn.office.net,51,4
search.brave.com,3,2
yandex.ru,2,2
engineering.miro.com,2,1
miroapp.github.io,2,1
