referrer,views_total,views_unique
developers.miro.com,988,155
Google,189,41
github.com,154,39
youtube.com,100,10
DuckDuckGo,85,2
statics.teams.cdn.office.net,17,2
chatgpt.com,12,2
perplexity.ai,2,1
miroapp.github.io,2,1
app-examples-wordle.vercel.app,1,1
