referrer,views_total,views_unique
developers.miro.com,1093,146
Google,227,32
github.com,145,46
DuckDuckGo,136,2
youtube.com,98,8
l.workplace.com,31,1
medium.com,15,2
dev.to,8,2
Bing,6,6
yandex.ru,5,3
