time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-26 00:00:00+00:00,206,13,350,169
2023-01-27 00:00:00+00:00,8,5,292,154
2023-01-28 00:00:00+00:00,8,6,70,45
2023-01-29 00:00:00+00:00,8,5,46,25
2023-01-30 00:00:00+00:00,14,6,150,60
2023-01-31 00:00:00+00:00,10,8,264,35
2023-02-01 00:00:00+00:00,15,10,94,36
2023-02-02 00:00:00+00:00,14,8,122,40
2023-02-03 00:00:00+00:00,9,6,78,28
2023-02-04 00:00:00+00:00,4,4,40,9
2023-02-05 00:00:00+00:00,9,5,18,10
2023-02-06 00:00:00+00:00,10,7,110,36
2023-02-07 00:00:00+00:00,13,9,205,39
2023-02-08 00:00:00+00:00,3,3,209,35
