referrer,views_total,views_unique
developers.miro.com,1398,147
github.com,334,49
Google,257,33
youtube.com,119,9
medium.com,102,3
miroapp.github.io,44,11
Bing,17,4
miro.com,6,3
l.messenger.com,4,1
com.google.android.gm,3,2
