referrer,views_total,views_unique
developers.miro.com,827,130
github.com,197,32
Google,149,36
miroapp.github.io,50,23
Yahoo,14,1
Bing,10,5
yandex.ru,4,1
libhunt.com,2,2
app-examples-wordle.vercel.app,2,2
medium.com,2,2
