referrer,views_total,views_unique
developers.miro.com,515,134
github.com,242,56
Google,179,50
miroapp.github.io,88,21
search.brave.com,6,2
yandex.ru,5,4
miro.com,5,3
Yahoo,5,2
DuckDuckGo,5,1
Bing,5,1
