url_path,views_total,views_unique
/miroapp/app-examples,186,127
/miroapp/app-examples/tree/main/examples/csv-to-mindmap,128,28
/miroapp/app-examples/tree/main/examples/drag-and-drop,117,29
/miroapp/app-examples/tree/main/examples,97,33
/miroapp/app-examples/tree/main/examples/github-appcards,88,9
/miroapp/app-examples/tree/main/examples/ai-image-generator,53,15
/miroapp/app-examples/tree/main/examples/csv-to-mindmap/src,42,5
/miroapp/app-examples/tree/main/examples/github-appcards/src,40,2
/miroapp/app-examples/tree/main/examples/nextjs-oauth,33,7
/miroapp/app-examples/tree/main/examples/wordle,32,8
