referrer,views_total,views_unique
developers.miro.com,1549,160
Google,358,25
github.com,159,43
miroapp.github.io,57,23
DuckDuckGo,19,3
yandex.ru,9,3
youtube.com,8,1
Bing,4,4
miro-owlbot-trial.readme.io,3,1
com.google.android.gm,3,1
