referrer,views_total,views_unique
developers.miro.com,591,130
Google,224,42
github.com,117,43
miro.com,11,6
medium.com,4,1
gh.fakev.cn,3,1
yandex.ru,2,2
awesomeopensource.com,2,1
Baidu,1,1
Bing,1,1
